site,name,Lat,Long,ele,time,magvar,geoidheigh,cmt,desc_,src,link1_href,link1_text,link1_type,link2_href,link2_text,link2_type,sym,type,fix,sat,hdop,vdop,pdop,ageofdgpsd,dgpsid,layer,path
Aven,PS2,36.09242,-120.196,112,7/21/2020,0,0, , , , , , , , , ,"Flag, Green", , ,0,0,0,0,0,0,Waypoints_21-JUL-20 waypoints,D:\Research\Projects\prey_item_survey\GPX Waypoints\Waypoints_21-JUL-20.gpx|layername=waypoints
Aven,PS3,36.09347,-120.197,128,7/21/2020,0,0, , , , , , , , , ,"Flag, Green", , ,0,0,0,0,0,0,Waypoints_21-JUL-20 waypoints,D:\Research\Projects\prey_item_survey\GPX Waypoints\Waypoints_21-JUL-20.gpx|layername=waypoints
Aven,PS4,36.09344,-120.197,145,7/21/2020,0,0, , , , , , , , , ,"Flag, Green", , ,0,0,0,0,0,0,Waypoints_21-JUL-20 waypoints,D:\Research\Projects\prey_item_survey\GPX Waypoints\Waypoints_21-JUL-20.gpx|layername=waypoints
Aven,PS1,36.09353,-120.197,158,7/21/2020,0,0, , , , , , , , , ,"Flag, Green", , ,0,0,0,0,0,0,Waypoints_21-JUL-20 waypoints,D:\Research\Projects\prey_item_survey\GPX Waypoints\Waypoints_21-JUL-20.gpx|layername=waypoints
Aven,PS5,36.09344,-120.197,172,7/21/2020,0,0, , , , , , , , , ,"Flag, Green", , ,0,0,0,0,0,0,Waypoints_21-JUL-20 waypoints,D:\Research\Projects\prey_item_survey\GPX Waypoints\Waypoints_21-JUL-20.gpx|layername=waypoints
Aven,PS6,36.09345,-120.197,184,7/21/2020,0,0, , , , , , , , , ,"Flag, Green", , ,0,0,0,0,0,0,Waypoints_21-JUL-20 waypoints,D:\Research\Projects\prey_item_survey\GPX Waypoints\Waypoints_21-JUL-20.gpx|layername=waypoints
Aven,PS7,36.09343,-120.197,187,7/21/2020,0,0, , , , , , , , , ,"Flag, Green", , ,0,0,0,0,0,0,Waypoints_21-JUL-20 waypoints,D:\Research\Projects\prey_item_survey\GPX Waypoints\Waypoints_21-JUL-20.gpx|layername=waypoints
Aven,PS8,36.09343,-120.198,192,7/21/2020,0,0, , , , , , , , , ,"Flag, Green", , ,0,0,0,0,0,0,Waypoints_21-JUL-20 waypoints,D:\Research\Projects\prey_item_survey\GPX Waypoints\Waypoints_21-JUL-20.gpx|layername=waypoints
Aven,PS9,36.09341,-120.198,195,7/21/2020,0,0, , , , , , , , , ,"Flag, Green", , ,0,0,0,0,0,0,Waypoints_21-JUL-20 waypoints,D:\Research\Projects\prey_item_survey\GPX Waypoints\Waypoints_21-JUL-20.gpx|layername=waypoints
Aven,PS10,36.09345,-120.198,197,7/21/2020,0,0, , , , , , , , , ,"Flag, Green", , ,0,0,0,0,0,0,Waypoints_21-JUL-20 waypoints,D:\Research\Projects\prey_item_survey\GPX Waypoints\Waypoints_21-JUL-20.gpx|layername=waypoints
Aven,PS11,36.09338,-120.198,199,7/21/2020,0,0, , , , , , , , , ,"Flag, Green", , ,0,0,0,0,0,0,Waypoints_21-JUL-20 waypoints,D:\Research\Projects\prey_item_survey\GPX Waypoints\Waypoints_21-JUL-20.gpx|layername=waypoints
Aven,PS12,36.09329,-120.198,201,7/21/2020,0,0, , , , , , , , , ,"Flag, Green", , ,0,0,0,0,0,0,Waypoints_21-JUL-20 waypoints,D:\Research\Projects\prey_item_survey\GPX Waypoints\Waypoints_21-JUL-20.gpx|layername=waypoints
Aven,MAL,36.09352,-120.197,207,7/21/2020,0,0, , , , , , , , , ,"Flag, Green", , ,0,0,0,0,0,0,Waypoints_21-JUL-20 waypoints,D:\Research\Projects\prey_item_survey\GPX Waypoints\Waypoints_21-JUL-20.gpx|layername=waypoints
Aven,PO5,36.09351,-120.197,207,7/21/2020,0,0, , , , , , , , , ,"Flag, Green", , ,0,0,0,0,0,0,Waypoints_21-JUL-20 waypoints,D:\Research\Projects\prey_item_survey\GPX Waypoints\Waypoints_21-JUL-20.gpx|layername=waypoints
Aven,PO1,36.09359,-120.197,208,7/21/2020,0,0, , , , , , , , , ,"Flag, Green", , ,0,0,0,0,0,0,Waypoints_21-JUL-20 waypoints,D:\Research\Projects\prey_item_survey\GPX Waypoints\Waypoints_21-JUL-20.gpx|layername=waypoints
Aven,PO2,36.09356,-120.197,208,7/21/2020,0,0, , , , , , , , , ,"Flag, Green", , ,0,0,0,0,0,0,Waypoints_21-JUL-20 waypoints,D:\Research\Projects\prey_item_survey\GPX Waypoints\Waypoints_21-JUL-20.gpx|layername=waypoints
Aven,PO3,36.09356,-120.197,209,7/21/2020,0,0, , , , , , , , , ,"Flag, Green", , ,0,0,0,0,0,0,Waypoints_21-JUL-20 waypoints,D:\Research\Projects\prey_item_survey\GPX Waypoints\Waypoints_21-JUL-20.gpx|layername=waypoints
Aven,PO4,36.09353,-120.197,209,7/21/2020,0,0, , , , , , , , , ,"Flag, Green", , ,0,0,0,0,0,0,Waypoints_21-JUL-20 waypoints,D:\Research\Projects\prey_item_survey\GPX Waypoints\Waypoints_21-JUL-20.gpx|layername=waypoints
Aven,PO6,36.09351,-120.197,209,7/21/2020,0,0, , , , , , , , , ,"Flag, Green", , ,0,0,0,0,0,0,Waypoints_21-JUL-20 waypoints,D:\Research\Projects\prey_item_survey\GPX Waypoints\Waypoints_21-JUL-20.gpx|layername=waypoints
Aven,PO7,36.0935,-120.197,209,7/21/2020,0,0, , , , , , , , , ,"Flag, Green", , ,0,0,0,0,0,0,Waypoints_21-JUL-20 waypoints,D:\Research\Projects\prey_item_survey\GPX Waypoints\Waypoints_21-JUL-20.gpx|layername=waypoints
Aven,PO8,36.09352,-120.198,209,7/21/2020,0,0, , , , , , , , , ,"Flag, Green", , ,0,0,0,0,0,0,Waypoints_21-JUL-20 waypoints,D:\Research\Projects\prey_item_survey\GPX Waypoints\Waypoints_21-JUL-20.gpx|layername=waypoints
Aven,PO9,36.09349,-120.198,209,7/21/2020,0,0, , , , , , , , , ,"Flag, Green", , ,0,0,0,0,0,0,Waypoints_21-JUL-20 waypoints,D:\Research\Projects\prey_item_survey\GPX Waypoints\Waypoints_21-JUL-20.gpx|layername=waypoints
Aven,PO10,36.09349,-120.198,208,7/21/2020,0,0, , , , , , , , , ,"Flag, Green", , ,0,0,0,0,0,0,Waypoints_21-JUL-20 waypoints,D:\Research\Projects\prey_item_survey\GPX Waypoints\Waypoints_21-JUL-20.gpx|layername=waypoints
Aven,PO11,36.09343,-120.198,209,7/21/2020,0,0, , , , , , , , , ,"Flag, Green", , ,0,0,0,0,0,0,Waypoints_21-JUL-20 waypoints,D:\Research\Projects\prey_item_survey\GPX Waypoints\Waypoints_21-JUL-20.gpx|layername=waypoints
Aven,PO12,36.09335,-120.198,209,7/21/2020,0,0, , , , , , , , , ,"Flag, Green", , ,0,0,0,0,0,0,Waypoints_21-JUL-20 waypoints,D:\Research\Projects\prey_item_survey\GPX Waypoints\Waypoints_21-JUL-20.gpx|layername=waypoints
Aven,T1,36.09321,-120.197,211,7/21/2020,0,0, , , , , , , , , ,"Flag, Green", , ,0,0,0,0,0,0,Waypoints_21-JUL-20 waypoints,D:\Research\Projects\prey_item_survey\GPX Waypoints\Waypoints_21-JUL-20.gpx|layername=waypoints
Aven,T2,36.09325,-120.197,212,7/21/2020,0,0, , , , , , , , , ,"Flag, Green", , ,0,0,0,0,0,0,Waypoints_21-JUL-20 waypoints,D:\Research\Projects\prey_item_survey\GPX Waypoints\Waypoints_21-JUL-20.gpx|layername=waypoints
Aven,T5,36.09334,-120.197,211,7/21/2020,0,0, , , , , , , , , ,"Flag, Green", , ,0,0,0,0,0,0,Waypoints_21-JUL-20 waypoints,D:\Research\Projects\prey_item_survey\GPX Waypoints\Waypoints_21-JUL-20.gpx|layername=waypoints
Aven,T4,36.09329,-120.197,211,7/21/2020,0,0, , , , , , , , , ,"Flag, Green", , ,0,0,0,0,0,0,Waypoints_21-JUL-20 waypoints,D:\Research\Projects\prey_item_survey\GPX Waypoints\Waypoints_21-JUL-20.gpx|layername=waypoints
Aven,T3,36.09322,-120.197,211,7/21/2020,0,0, , , , , , , , , ,"Flag, Green", , ,0,0,0,0,0,0,Waypoints_21-JUL-20 waypoints,D:\Research\Projects\prey_item_survey\GPX Waypoints\Waypoints_21-JUL-20.gpx|layername=waypoints
Aven,T3,36.09332,-120.197,210,7/21/2020,0,0, , , , , , , , , ,"Flag, Green", , ,0,0,0,0,0,0,Waypoints_21-JUL-20 waypoints,D:\Research\Projects\prey_item_survey\GPX Waypoints\Waypoints_21-JUL-20.gpx|layername=waypoints
Aven,T4,36.09337,-120.197,211,7/21/2020,0,0, , , , , , , , , ,"Flag, Green", , ,0,0,0,0,0,0,Waypoints_21-JUL-20 waypoints,D:\Research\Projects\prey_item_survey\GPX Waypoints\Waypoints_21-JUL-20.gpx|layername=waypoints
Aven,T5,36.09342,-120.197,211,7/21/2020,0,0, , , , , , , , , ,"Flag, Green", , ,0,0,0,0,0,0,Waypoints_21-JUL-20 waypoints,D:\Research\Projects\prey_item_survey\GPX Waypoints\Waypoints_21-JUL-20.gpx|layername=waypoints
Aven,T6,36.0936,-120.197,209,7/21/2020,0,0, , , , , , , , , ,"Flag, Green", , ,0,0,0,0,0,0,Waypoints_21-JUL-20 waypoints,D:\Research\Projects\prey_item_survey\GPX Waypoints\Waypoints_21-JUL-20.gpx|layername=waypoints
Aven,T7,36.09368,-120.197,209,7/21/2020,0,0, , , , , , , , , ,"Flag, Green", , ,0,0,0,0,0,0,Waypoints_21-JUL-20 waypoints,D:\Research\Projects\prey_item_survey\GPX Waypoints\Waypoints_21-JUL-20.gpx|layername=waypoints
Aven,T8,36.09374,-120.197,208,7/21/2020,0,0, , , , , , , , , ,"Flag, Green", , ,0,0,0,0,0,0,Waypoints_21-JUL-20 waypoints,D:\Research\Projects\prey_item_survey\GPX Waypoints\Waypoints_21-JUL-20.gpx|layername=waypoints
Aven,T9,36.09378,-120.197,209,7/21/2020,0,0, , , , , , , , , ,"Flag, Green", , ,0,0,0,0,0,0,Waypoints_21-JUL-20 waypoints,D:\Research\Projects\prey_item_survey\GPX Waypoints\Waypoints_21-JUL-20.gpx|layername=waypoints
Aven,T10,36.09386,-120.197,207,7/21/2020,0,0, , , , , , , , , ,"Flag, Green", , ,0,0,0,0,0,0,Waypoints_21-JUL-20 waypoints,D:\Research\Projects\prey_item_survey\GPX Waypoints\Waypoints_21-JUL-20.gpx|layername=waypoints
Aven,T6,36.09356,-120.197,208,7/21/2020,0,0, , , , , , , , , ,"Flag, Green", , ,0,0,0,0,0,0,Waypoints_21-JUL-20 waypoints,D:\Research\Projects\prey_item_survey\GPX Waypoints\Waypoints_21-JUL-20.gpx|layername=waypoints
Aven,T7,36.09362,-120.197,208,7/21/2020,0,0, , , , , , , , , ,"Flag, Green", , ,0,0,0,0,0,0,Waypoints_21-JUL-20 waypoints,D:\Research\Projects\prey_item_survey\GPX Waypoints\Waypoints_21-JUL-20.gpx|layername=waypoints
Aven,T8,36.09365,-120.198,208,7/21/2020,0,0, , , , , , , , , ,"Flag, Green", , ,0,0,0,0,0,0,Waypoints_21-JUL-20 waypoints,D:\Research\Projects\prey_item_survey\GPX Waypoints\Waypoints_21-JUL-20.gpx|layername=waypoints
Aven,T9,36.09372,-120.198,208,7/21/2020,0,0, , , , , , , , , ,"Flag, Green", , ,0,0,0,0,0,0,Waypoints_21-JUL-20 waypoints,D:\Research\Projects\prey_item_survey\GPX Waypoints\Waypoints_21-JUL-20.gpx|layername=waypoints
Aven,T10,36.09382,-120.198,207,7/21/2020,0,0, , , , , , , , , ,"Flag, Green", , ,0,0,0,0,0,0,Waypoints_21-JUL-20 waypoints,D:\Research\Projects\prey_item_survey\GPX Waypoints\Waypoints_21-JUL-20.gpx|layername=waypoints
Aven,S1,36.09344,-120.197,207,7/21/2020,0,0, , , , , , , , , ,"Flag, Green", , ,0,0,0,0,0,0,Waypoints_21-JUL-20 waypoints,D:\Research\Projects\prey_item_survey\GPX Waypoints\Waypoints_21-JUL-20.gpx|layername=waypoints
Aven,S2,36.0934,-120.197,205,7/21/2020,0,0, , , , , , , , , ,"Flag, Green", , ,0,0,0,0,0,0,Waypoints_21-JUL-20 waypoints,D:\Research\Projects\prey_item_survey\GPX Waypoints\Waypoints_21-JUL-20.gpx|layername=waypoints
Aven,S3,36.09334,-120.197,204,7/21/2020,0,0, , , , , , , , , ,"Flag, Green", , ,0,0,0,0,0,0,Waypoints_21-JUL-20 waypoints,D:\Research\Projects\prey_item_survey\GPX Waypoints\Waypoints_21-JUL-20.gpx|layername=waypoints
Aven,S4,36.09329,-120.196,204,7/21/2020,0,0, , , , , , , , , ,"Flag, Green", , ,0,0,0,0,0,0,Waypoints_21-JUL-20 waypoints,D:\Research\Projects\prey_item_survey\GPX Waypoints\Waypoints_21-JUL-20.gpx|layername=waypoints
Aven,S5,36.0931,-120.196,203,7/21/2020,0,0, , , , , , , , , ,"Flag, Green", , ,0,0,0,0,0,0,Waypoints_21-JUL-20 waypoints,D:\Research\Projects\prey_item_survey\GPX Waypoints\Waypoints_21-JUL-20.gpx|layername=waypoints
Aven,S6,36.09298,-120.197,203,7/21/2020,0,0, , , , , , , , , ,"Flag, Green", , ,0,0,0,0,0,0,Waypoints_21-JUL-20 waypoints,D:\Research\Projects\prey_item_survey\GPX Waypoints\Waypoints_21-JUL-20.gpx|layername=waypoints
Aven,S7,36.09298,-120.197,203,7/21/2020,0,0, , , , , , , , , ,"Flag, Green", , ,0,0,0,0,0,0,Waypoints_21-JUL-20 waypoints,D:\Research\Projects\prey_item_survey\GPX Waypoints\Waypoints_21-JUL-20.gpx|layername=waypoints
Aven,S8,36.09296,-120.197,203,7/21/2020,0,0, , , , , , , , , ,"Flag, Green", , ,0,0,0,0,0,0,Waypoints_21-JUL-20 waypoints,D:\Research\Projects\prey_item_survey\GPX Waypoints\Waypoints_21-JUL-20.gpx|layername=waypoints
Aven,S9,36.09301,-120.197,203,7/21/2020,0,0, , , , , , , , , ,"Flag, Green", , ,0,0,0,0,0,0,Waypoints_21-JUL-20 waypoints,D:\Research\Projects\prey_item_survey\GPX Waypoints\Waypoints_21-JUL-20.gpx|layername=waypoints
Aven,S10,36.09315,-120.197,203,7/21/2020,0,0, , , , , , , , , ,"Flag, Green", , ,0,0,0,0,0,0,Waypoints_21-JUL-20 waypoints,D:\Research\Projects\prey_item_survey\GPX Waypoints\Waypoints_21-JUL-20.gpx|layername=waypoints
Aven,T1,36.09307,-120.197,201,7/22/2020,0,0, , , , , , , , , ,"Flag, Green", , ,0,0,0,0,0,0,Waypoints_21-JUL-20 waypoints,D:\Research\Projects\prey_item_survey\GPX Waypoints\Waypoints_21-JUL-20.gpx|layername=waypoints
Aven,T2,36.09312,-120.197,201,7/22/2020,0,0, , , , , , , , , ,"Flag, Green", , ,0,0,0,0,0,0,Waypoints_21-JUL-20 waypoints,D:\Research\Projects\prey_item_survey\GPX Waypoints\Waypoints_21-JUL-20.gpx|layername=waypoints
Aven,S1,36.09366,-120.197,207,7/22/2020,0,0, , , , , , , , , ,"Flag, Green", , ,0,0,0,0,0,0,Waypoints_22-JUL-20 waypoints,D:\Research\Projects\prey_item_survey\GPX Waypoints\Waypoints_22-JUL-20.gpx|layername=waypoints
Aven,S2,36.09375,-120.197,207,7/22/2020,0,0, , , , , , , , , ,"Flag, Green", , ,0,0,0,0,0,0,Waypoints_22-JUL-20 waypoints,D:\Research\Projects\prey_item_survey\GPX Waypoints\Waypoints_22-JUL-20.gpx|layername=waypoints
Aven,S3,36.09374,-120.197,206,7/22/2020,0,0, , , , , , , , , ,"Flag, Green", , ,0,0,0,0,0,0,Waypoints_22-JUL-20 waypoints,D:\Research\Projects\prey_item_survey\GPX Waypoints\Waypoints_22-JUL-20.gpx|layername=waypoints
Aven,S4,36.09381,-120.197,206,7/22/2020,0,0, , , , , , , , , ,"Flag, Green", , ,0,0,0,0,0,0,Waypoints_22-JUL-20 waypoints,D:\Research\Projects\prey_item_survey\GPX Waypoints\Waypoints_22-JUL-20.gpx|layername=waypoints
Aven,S5,36.094,-120.197,206,7/22/2020,0,0, , , , , , , , , ,"Flag, Green", , ,0,0,0,0,0,0,Waypoints_22-JUL-20 waypoints,D:\Research\Projects\prey_item_survey\GPX Waypoints\Waypoints_22-JUL-20.gpx|layername=waypoints
Aven,S6,36.09392,-120.198,205,7/22/2020,0,0, , , , , , , , , ,"Flag, Green", , ,0,0,0,0,0,0,Waypoints_22-JUL-20 waypoints,D:\Research\Projects\prey_item_survey\GPX Waypoints\Waypoints_22-JUL-20.gpx|layername=waypoints
Aven,S7,36.09385,-120.198,205,7/22/2020,0,0, , , , , , , , , ,"Flag, Green", , ,0,0,0,0,0,0,Waypoints_22-JUL-20 waypoints,D:\Research\Projects\prey_item_survey\GPX Waypoints\Waypoints_22-JUL-20.gpx|layername=waypoints
Aven,S8,36.09367,-120.198,205,7/22/2020,0,0, , , , , , , , , ,"Flag, Green", , ,0,0,0,0,0,0,Waypoints_22-JUL-20 waypoints,D:\Research\Projects\prey_item_survey\GPX Waypoints\Waypoints_22-JUL-20.gpx|layername=waypoints
Aven,S9,36.09389,-120.198,205,7/22/2020,0,0, , , , , , , , , ,"Flag, Green", , ,0,0,0,0,0,0,Waypoints_22-JUL-20 waypoints,D:\Research\Projects\prey_item_survey\GPX Waypoints\Waypoints_22-JUL-20.gpx|layername=waypoints
Aven,PS1,36.08743,-120.191,230,8/8/2020,0,0, , , , , , , , , ,"Flag, Green", , ,0,0,0,0,0,0,Waypoints_08-AUG-20 waypoints,D:\Research\Projects\prey_item_survey\GPX Waypoints\Waypoints_08-AUG-20.gpx|layername=waypoints
Aven,PS2,36.08744,-120.191,229,8/8/2020,0,0, , , , , , , , , ,"Flag, Green", , ,0,0,0,0,0,0,Waypoints_08-AUG-20 waypoints,D:\Research\Projects\prey_item_survey\GPX Waypoints\Waypoints_08-AUG-20.gpx|layername=waypoints
Aven,PS3,36.08749,-120.191,230,8/8/2020,0,0, , , , , , , , , ,"Flag, Green", , ,0,0,0,0,0,0,Waypoints_08-AUG-20 waypoints,D:\Research\Projects\prey_item_survey\GPX Waypoints\Waypoints_08-AUG-20.gpx|layername=waypoints
Aven,PS4,36.08752,-120.191,231,8/8/2020,0,0, , , , , , , , , ,"Flag, Green", , ,0,0,0,0,0,0,Waypoints_08-AUG-20 waypoints,D:\Research\Projects\prey_item_survey\GPX Waypoints\Waypoints_08-AUG-20.gpx|layername=waypoints
Aven,PS5,36.08748,-120.191,231,8/8/2020,0,0, , , , , , , , , ,"Flag, Green", , ,0,0,0,0,0,0,Waypoints_08-AUG-20 waypoints,D:\Research\Projects\prey_item_survey\GPX Waypoints\Waypoints_08-AUG-20.gpx|layername=waypoints
Aven,PS6,36.08753,-120.191,232,8/8/2020,0,0, , , , , , , , , ,"Flag, Green", , ,0,0,0,0,0,0,Waypoints_08-AUG-20 waypoints,D:\Research\Projects\prey_item_survey\GPX Waypoints\Waypoints_08-AUG-20.gpx|layername=waypoints
Aven,PS7,36.08757,-120.191,232,8/8/2020,0,0, , , , , , , , , ,"Flag, Green", , ,0,0,0,0,0,0,Waypoints_08-AUG-20 waypoints,D:\Research\Projects\prey_item_survey\GPX Waypoints\Waypoints_08-AUG-20.gpx|layername=waypoints
Aven,PS8,36.08759,-120.19,232,8/8/2020,0,0, , , , , , , , , ,"Flag, Green", , ,0,0,0,0,0,0,Waypoints_08-AUG-20 waypoints,D:\Research\Projects\prey_item_survey\GPX Waypoints\Waypoints_08-AUG-20.gpx|layername=waypoints
Aven,PS9,36.08753,-120.19,231,8/8/2020,0,0, , , , , , , , , ,"Flag, Green", , ,0,0,0,0,0,0,Waypoints_08-AUG-20 waypoints,D:\Research\Projects\prey_item_survey\GPX Waypoints\Waypoints_08-AUG-20.gpx|layername=waypoints
Aven,PS10,36.08758,-120.19,232,8/8/2020,0,0, , , , , , , , , ,"Flag, Green", , ,0,0,0,0,0,0,Waypoints_08-AUG-20 waypoints,D:\Research\Projects\prey_item_survey\GPX Waypoints\Waypoints_08-AUG-20.gpx|layername=waypoints
Aven,PS11,36.08765,-120.19,232,8/8/2020,0,0, , , , , , , , , ,"Flag, Green", , ,0,0,0,0,0,0,Waypoints_08-AUG-20 waypoints,D:\Research\Projects\prey_item_survey\GPX Waypoints\Waypoints_08-AUG-20.gpx|layername=waypoints
Aven,PS12,36.08762,-120.19,233,8/8/2020,0,0, , , , , , , , , ,"Flag, Green", , ,0,0,0,0,0,0,Waypoints_08-AUG-20 waypoints,D:\Research\Projects\prey_item_survey\GPX Waypoints\Waypoints_08-AUG-20.gpx|layername=waypoints
Aven,PO12,36.08763,-120.19,232,8/8/2020,0,0, , , , , , , , , ,"Flag, Green", , ,0,0,0,0,0,0,Waypoints_08-AUG-20 waypoints,D:\Research\Projects\prey_item_survey\GPX Waypoints\Waypoints_08-AUG-20.gpx|layername=waypoints
Aven,PO1,36.08745,-120.191,225,8/8/2020,0,0, , , , , , , , , ,"Flag, Green", , ,0,0,0,0,0,0,Waypoints_08-AUG-20 waypoints,D:\Research\Projects\prey_item_survey\GPX Waypoints\Waypoints_08-AUG-20.gpx|layername=waypoints
Aven,PO2,36.08743,-120.191,225,8/8/2020,0,0, , , , , , , , , ,"Flag, Green", , ,0,0,0,0,0,0,Waypoints_08-AUG-20 waypoints,D:\Research\Projects\prey_item_survey\GPX Waypoints\Waypoints_08-AUG-20.gpx|layername=waypoints
Aven,PO3,36.0875,-120.191,226,8/8/2020,0,0, , , , , , , , , ,"Flag, Green", , ,0,0,0,0,0,0,Waypoints_08-AUG-20 waypoints,D:\Research\Projects\prey_item_survey\GPX Waypoints\Waypoints_08-AUG-20.gpx|layername=waypoints
Aven,PO4,36.08754,-120.191,227,8/8/2020,0,0, , , , , , , , , ,"Flag, Green", , ,0,0,0,0,0,0,Waypoints_08-AUG-20 waypoints,D:\Research\Projects\prey_item_survey\GPX Waypoints\Waypoints_08-AUG-20.gpx|layername=waypoints
Aven,PO5,36.0875,-120.191,226,8/8/2020,0,0, , , , , , , , , ,"Flag, Green", , ,0,0,0,0,0,0,Waypoints_08-AUG-20 waypoints,D:\Research\Projects\prey_item_survey\GPX Waypoints\Waypoints_08-AUG-20.gpx|layername=waypoints
Aven,PO6,36.08753,-120.191,227,8/8/2020,0,0, , , , , , , , , ,"Flag, Green", , ,0,0,0,0,0,0,Waypoints_08-AUG-20 waypoints,D:\Research\Projects\prey_item_survey\GPX Waypoints\Waypoints_08-AUG-20.gpx|layername=waypoints
Aven,PO7,36.08756,-120.191,228,8/8/2020,0,0, , , , , , , , , ,"Flag, Green", , ,0,0,0,0,0,0,Waypoints_08-AUG-20 waypoints,D:\Research\Projects\prey_item_survey\GPX Waypoints\Waypoints_08-AUG-20.gpx|layername=waypoints
Aven,MAL,36.08754,-120.19,228,8/8/2020,0,0, , , , , , , , , ,"Flag, Green", , ,0,0,0,0,0,0,Waypoints_08-AUG-20 waypoints,D:\Research\Projects\prey_item_survey\GPX Waypoints\Waypoints_08-AUG-20.gpx|layername=waypoints
Aven,PO10,36.08756,-120.19,228,8/8/2020,0,0, , , , , , , , , ,"Flag, Green", , ,0,0,0,0,0,0,Waypoints_08-AUG-20 waypoints,D:\Research\Projects\prey_item_survey\GPX Waypoints\Waypoints_08-AUG-20.gpx|layername=waypoints
Aven,PO9,36.08752,-120.19,228,8/8/2020,0,0, , , , , , , , , ,"Flag, Green", , ,0,0,0,0,0,0,Waypoints_08-AUG-20 waypoints,D:\Research\Projects\prey_item_survey\GPX Waypoints\Waypoints_08-AUG-20.gpx|layername=waypoints
Aven,PO8,36.08759,-120.19,227,8/8/2020,0,0, , , , , , , , , ,"Flag, Green", , ,0,0,0,0,0,0,Waypoints_08-AUG-20 waypoints,D:\Research\Projects\prey_item_survey\GPX Waypoints\Waypoints_08-AUG-20.gpx|layername=waypoints
Aven,PO11,36.08763,-120.19,229,8/8/2020,0,0, , , , , , , , , ,"Flag, Green", , ,0,0,0,0,0,0,Waypoints_08-AUG-20 waypoints,D:\Research\Projects\prey_item_survey\GPX Waypoints\Waypoints_08-AUG-20.gpx|layername=waypoints
Aven,T5,36.08767,-120.19,230,8/8/2020,0,0, , , , , , , , , ,"Flag, Green", , ,0,0,0,0,0,0,Waypoints_08-AUG-20 waypoints,D:\Research\Projects\prey_item_survey\GPX Waypoints\Waypoints_08-AUG-20.gpx|layername=waypoints
Aven,T5,36.08762,-120.191,227,8/8/2020,0,0, , , , , , , , , ,"Flag, Green", , ,0,0,0,0,0,0,Waypoints_08-AUG-20 waypoints,D:\Research\Projects\prey_item_survey\GPX Waypoints\Waypoints_08-AUG-20.gpx|layername=waypoints
Aven,T4,36.08774,-120.19,228,8/8/2020,0,0, , , , , , , , , ,"Flag, Green", , ,0,0,0,0,0,0,Waypoints_08-AUG-20 waypoints,D:\Research\Projects\prey_item_survey\GPX Waypoints\Waypoints_08-AUG-20.gpx|layername=waypoints
Aven,T4,36.0877,-120.191,228,8/8/2020,0,0, , , , , , , , , ,"Flag, Green", , ,0,0,0,0,0,0,Waypoints_08-AUG-20 waypoints,D:\Research\Projects\prey_item_survey\GPX Waypoints\Waypoints_08-AUG-20.gpx|layername=waypoints
Aven,T3,36.08779,-120.19,228,8/8/2020,0,0, , , , , , , , , ,"Flag, Green", , ,0,0,0,0,0,0,Waypoints_08-AUG-20 waypoints,D:\Research\Projects\prey_item_survey\GPX Waypoints\Waypoints_08-AUG-20.gpx|layername=waypoints
Aven,T3,36.08777,-120.191,228,8/8/2020,0,0, , , , , , , , , ,"Flag, Green", , ,0,0,0,0,0,0,Waypoints_08-AUG-20 waypoints,D:\Research\Projects\prey_item_survey\GPX Waypoints\Waypoints_08-AUG-20.gpx|layername=waypoints
Aven,T2,36.08784,-120.19,228,8/8/2020,0,0, , , , , , , , , ,"Flag, Green", , ,0,0,0,0,0,0,Waypoints_08-AUG-20 waypoints,D:\Research\Projects\prey_item_survey\GPX Waypoints\Waypoints_08-AUG-20.gpx|layername=waypoints
Aven,T2,36.08785,-120.191,227,8/8/2020,0,0, , , , , , , , , ,"Flag, Green", , ,0,0,0,0,0,0,Waypoints_08-AUG-20 waypoints,D:\Research\Projects\prey_item_survey\GPX Waypoints\Waypoints_08-AUG-20.gpx|layername=waypoints
Aven,T1,36.08791,-120.19,227,8/8/2020,0,0, , , , , , , , , ,"Flag, Green", , ,0,0,0,0,0,0,Waypoints_08-AUG-20 waypoints,D:\Research\Projects\prey_item_survey\GPX Waypoints\Waypoints_08-AUG-20.gpx|layername=waypoints
Aven,T1,36.08795,-120.191,227,8/8/2020,0,0, , , , , , , , , ,"Flag, Green", , ,0,0,0,0,0,0,Waypoints_08-AUG-20 waypoints,D:\Research\Projects\prey_item_survey\GPX Waypoints\Waypoints_08-AUG-20.gpx|layername=waypoints
Aven,T6,36.08744,-120.19,224,8/8/2020,0,0, , , , , , , , , ,"Flag, Green", , ,0,0,0,0,0,0,Waypoints_08-AUG-20 waypoints,D:\Research\Projects\prey_item_survey\GPX Waypoints\Waypoints_08-AUG-20.gpx|layername=waypoints
Aven,T6,36.08742,-120.191,223,8/8/2020,0,0, , , , , , , , , ,"Flag, Green", , ,0,0,0,0,0,0,Waypoints_08-AUG-20 waypoints,D:\Research\Projects\prey_item_survey\GPX Waypoints\Waypoints_08-AUG-20.gpx|layername=waypoints
Aven,T7,36.08736,-120.19,226,8/8/2020,0,0, , , , , , , , , ,"Flag, Green", , ,0,0,0,0,0,0,Waypoints_08-AUG-20 waypoints,D:\Research\Projects\prey_item_survey\GPX Waypoints\Waypoints_08-AUG-20.gpx|layername=waypoints
